id,name,link
CH1683,ドゥーニャ・シェーア,https://bgm.tv/character/4573
CH1684,ルシオラ / 鲁修拉,https://bgm.tv/character/4574
CH1685,柳也 / 柳也,https://bgm.tv/character/66
CH1686,裏葉 / 里叶,https://bgm.tv/character/67
CH1687,高町なのは / 高町奈叶,https://bgm.tv/character/2782
CH1688,フェイト・テスタロッサ / 菲特·泰斯特罗莎,https://bgm.tv/character/2792
CH1689,八神はやて / 八神疾风,https://bgm.tv/character/16683
CH1690,シグナム / 希格纳姆,https://bgm.tv/character/18423
CH1691,ヴィータ / 维塔,https://bgm.tv/character/2810
CH1692,シャマル / 莎玛尔,https://bgm.tv/character/2812
CH1693,ザフィーラ / 扎菲拉,https://bgm.tv/character/18424
CH1694,リンディ・ハラオウン / 琳蒂·哈洛温,https://bgm.tv/character/3753
CH1695,クロノ・ハラオウン / 克洛诺·哈洛温,https://bgm.tv/character/3743
CH1696,谷風長道 / 谷风长道,https://bgm.tv/character/23422
CH1697,科戸瀬イザナ / 科户濑伊扎那,https://bgm.tv/character/24357
CH1698,白羽衣つむぎ / 白羽衣䌷,https://bgm.tv/character/25590
CH1699,岐神海苔夫 / 崎神海苔夫,https://bgm.tv/character/24358
CH1700,緑川纈 / 绿川缬,https://bgm.tv/character/24359
CH1701,小林艦長,https://bgm.tv/character/24360
CH1702,仄姉妹,https://bgm.tv/character/24361
CH1703,サマリ・イッタン / 莎玛莉 伊丹,https://bgm.tv/character/24363
CH1704,ヒ山ララァ,https://bgm.tv/character/24364
CH1705,マリー / 玛丽,https://bgm.tv/character/61958
CH1706,安藤 / 安藤,https://bgm.tv/character/61959
CH1707,押田 / 押田,https://bgm.tv/character/61960
CH1708,松田啓人 / 松田启人,https://bgm.tv/character/24241
CH1709,牧野ルキ / 牧野留姫,https://bgm.tv/character/22118
CH1710,李健良 / 李健良,https://bgm.tv/character/24242
CH1711,ギルモン / 基尔兽,https://bgm.tv/character/24243
CH1712,テリアモン / 大耳兽,https://bgm.tv/character/24244
CH1713,レナモン / 妖狐兽,https://bgm.tv/character/24246
CH1714,デュークモン / 公爵兽,https://bgm.tv/character/74774
CH1715,レオモン / 狮子兽,https://bgm.tv/character/5187
CH1716,ガードロモン / 守卫兽,https://bgm.tv/character/5301
CH1717,ヘンリエッタ / 荷莉叶特,https://bgm.tv/character/6782
CH1718,トリエラ / 崔耶拉,https://bgm.tv/character/8021
CH1719,リコ / 黎可,https://bgm.tv/character/8022
CH1720,クラエス / 克拉耶丝,https://bgm.tv/character/8026
CH1721,アンジェリカ / 安洁丽卡,https://bgm.tv/character/8028
CH1722,フランカ / 芙兰卡,https://bgm.tv/character/6704
CH1723,エルザ・デ・シーカ / 艾尔莎·迪·西卡,https://bgm.tv/character/22801
CH1724,サミイ,https://bgm.tv/character/15130
CH1725,向坂リクオ / 向坂陆夫,https://bgm.tv/character/73285
CH1726,真崎マサカズ / 真崎正和,https://bgm.tv/character/73286
CH1727,ナギ / 凪,https://bgm.tv/character/73287
CH1728,アキコ / 亚纪子,https://bgm.tv/character/73288
CH1729,コージ / 耕次,https://bgm.tv/character/73289
CH1730,リナ / 莉娜,https://bgm.tv/character/73290
CH1731,チエ / 千惠,https://bgm.tv/character/73291
CH1732,シメイ / 西梅,https://bgm.tv/character/73292
CH1733,ヒッチ・ドリス / 希琪·朵丽丝,https://bgm.tv/character/28279
CH1734,マルロ・フロイデンベルク / 马尔洛·桑德,https://bgm.tv/character/28280
CH1735,ハンジ・ゾエ / 韩吉·佐伊,https://bgm.tv/character/26899
CH1736,ビスケット・クルーガー / 碧斯凯特·库鲁加,https://bgm.tv/character/18521
CH1737,ミト / 米特,https://bgm.tv/character/8873
CH1738,ゴレイヌ / 果列奴,https://bgm.tv/character/75603
CH1739,ゲンスルー / 甘舒,https://bgm.tv/character/75604
CH1740,フェイタン＝ポートオ / 飞坦·博通,https://bgm.tv/character/75664
CH1741,フィンクス＝マグカブ / 芬克斯·马格加布,https://bgm.tv/character/75672
CH1742,シャルナーク=リュウセイ / 侠客,https://bgm.tv/character/75676
CH1743,安曇小太郎 / 安昙小太郎,https://bgm.tv/character/51210
CH1744,水野茜 / 水野茜,https://bgm.tv/character/51211
CH1745,比良拓海 / 比良拓海,https://bgm.tv/character/51212
CH1746,西尾千夏 / 西尾千夏,https://bgm.tv/character/51213
CH1747,滝沢葵 / 泷泽葵,https://bgm.tv/character/52394
CH1748,山科ろまん / 山科浪漫,https://bgm.tv/character/52396
CH1749,小笠原大地 / 小笠原大地,https://bgm.tv/character/52397
CH1750,宮本心咲 / 宫本心咲,https://bgm.tv/character/52398
CH1751,佐藤節子 / 佐藤节子,https://bgm.tv/character/52399
CH1752,Kyle Broflovski / 凯尔·布罗福洛夫斯基,https://bgm.tv/character/1988
CH1753,Liane Cartman / 莉安·卡特曼,https://bgm.tv/character/30804
CH1754,Eric Cartman / 艾瑞克·西欧多·卡特曼,https://bgm.tv/character/30262
CH1755,William H. Gates III KBE / 威廉·亨利·盖茨三世爵士,https://bgm.tv/character/412
CH1756,"Leopold ""Butters"" Stotch / 利奥波德·巴特斯·斯多奇",https://bgm.tv/character/41194
CH1757,Craig Tucker / 克雷格·塔克,https://bgm.tv/character/41920
CH1758,浦飯幽助 / 浦饭幽助,https://bgm.tv/character/6516
CH1759,桑原和真 / 桑原和真,https://bgm.tv/character/6517
CH1760,飛影 / 飞影,https://bgm.tv/character/6520
CH1761,蔵馬 / 藏马,https://bgm.tv/character/11302
CH1762,雪村螢子 / 雪村萤子,https://bgm.tv/character/7301
CH1763,幻海,https://bgm.tv/character/18249
CH1764,軀 / 躯,https://bgm.tv/character/18250
CH1765,コエンマ / 小阎罗王,https://bgm.tv/character/23543
CH1766,雪菜,https://bgm.tv/character/23544
CH1767,伊藤伸恵 / 伊藤伸惠,https://bgm.tv/character/4036
CH1768,伊藤千佳 / 伊藤千佳,https://bgm.tv/character/4037
CH1769,松岡美羽 / 松冈美羽,https://bgm.tv/character/4038
CH1770,桜木茉莉 / 樱木茉莉,https://bgm.tv/character/4039
CH1771,アナ・コッポラ / 安娜·柯普拉,https://bgm.tv/character/16351
CH1772,笹塚 / 笹冢,https://bgm.tv/character/22384
CH1773,紺野愛子 / 绀野爱子,https://bgm.tv/character/22404
CH1774,5-2担任,https://bgm.tv/character/22498
CH1775,6-2担任,https://bgm.tv/character/22690
CH1776,鏑木・T・虎徹 / 镝木·T·虎彻,https://bgm.tv/character/10532
CH1777,Barnaby Brooks Jr. / 巴纳比·布鲁克斯·Jr,https://bgm.tv/character/10533
CH1778,HERO TV,https://bgm.tv/character/12401
CH1779,Karina Lyle / 卡莉娜·莱尔,https://bgm.tv/character/10535
CH1780,Antonio Lopez / 安东尼奥·洛佩兹,https://bgm.tv/character/12504
CH1781,Keith Goodman / 基思·古德曼,https://bgm.tv/character/12506
CH1782,黄宝鈴 / 黄宝铃,https://bgm.tv/character/12507
CH1783,Agnes Joubert / 阿涅斯·茹贝尔,https://bgm.tv/character/12508
CH1784,Albert Maverick / 阿尔伯特·马弗里克,https://bgm.tv/character/12509
CH1785,狡噛慎也 / 狡啮慎也,https://bgm.tv/character/16891
CH1786,常守朱 / 常守朱,https://bgm.tv/character/16934
CH1787,槙島聖護 / 槙岛圣护,https://bgm.tv/character/17000
CH1788,宜野座伸元 / 宜野座伸元,https://bgm.tv/character/16978
CH1789,征陸智己 / 征陆智己,https://bgm.tv/character/16979
CH1790,縢秀星 / 縢秀星,https://bgm.tv/character/16977
CH1791,六合塚弥生 / 六合冢弥生,https://bgm.tv/character/16980
CH1792,唐之杜志恩 / 唐之杜志恩,https://bgm.tv/character/16981
CH1793,ドミネーター / 支配者,https://bgm.tv/character/18413
CH1794,大槻 / 大槻,https://bgm.tv/character/40461
CH1795,坂崎孝太郎 / 坂崎孝太郎,https://bgm.tv/character/40469
CH1796,前田 / 前田,https://bgm.tv/character/40463
CH1797,一条聖也 / 一条圣也,https://bgm.tv/character/17950
CH1798,遠藤勇次 / 远藤勇次,https://bgm.tv/character/40447
CH1799,黒崎義裕 / 黒崎义裕,https://bgm.tv/character/40460
CH1800,クライヴ / 克莱夫,https://bgm.tv/character/55799
CH1801,マリィ / 玛丽,https://bgm.tv/character/55801
CH1802,ワジ / 瓦吉,https://bgm.tv/character/55812
CH1803,ラヴェンナ / 拉维纳,https://bgm.tv/character/55811
CH1804,グプタ / 古普塔,https://bgm.tv/character/55809
CH1805,根岸崇一／ヨハネ・クラウザーII世 / 根岸崇一/约翰内斯·克劳萨二世,https://bgm.tv/character/3096
CH1806,相川由利 / 相川由利,https://bgm.tv/character/7785
CH1807,カミュ,https://bgm.tv/character/7788
CH1808,アレキサンダー・ジャギ,https://bgm.tv/character/7789
CH1809,デスレコーズ社長,https://bgm.tv/character/7791
CH1810,梨元圭介 / 梨元圭介,https://bgm.tv/character/59589
CH1811,瓶倉光溜 / 瓶仓光溜,https://bgm.tv/character/15746
CH1812,両儀未那 / 两仪未那,https://bgm.tv/character/15816
CH1813,観布子の母 / 观布子之母,https://bgm.tv/character/15817
CH1814,次元大介 / 次元大介,https://bgm.tv/character/6975
CH1815,石川五ェ門 / 石川五右卫门,https://bgm.tv/character/7266
CH1816,レベッカ・ロッセリーニ / 丽贝卡・罗赛里尼,https://bgm.tv/character/35939
CH1817,ニクス / 尼克斯,https://bgm.tv/character/35940
CH1818,ロブソン・ズッコーリ / 罗布森・祖柯利,https://bgm.tv/character/35951
CH1819,サーバル / 薮猫,https://bgm.tv/character/50824
CH1820,かばん / 包,https://bgm.tv/character/50026
CH1821,ラッキービースト / 幸运兽,https://bgm.tv/character/52430
CH1822,フェネック / 耳廓狐,https://bgm.tv/character/51063
CH1823,アライグマ / 浣熊,https://bgm.tv/character/51064
CH1824,ジェンツーペンギン / 巴布亚企鹅,https://bgm.tv/character/51065
CH1825,フンボルトペンギン / 洪堡企鹅,https://bgm.tv/character/51066
CH1826,イワトビペンギン / 跳岩企鹅,https://bgm.tv/character/51067
CH1827,ロイヤルペンギン / 皇家企鹅,https://bgm.tv/character/51072
CH1828,ハクメイ / 哈库梅伊,https://bgm.tv/character/58851
CH1829,ミコチ / 蜜珂析,https://bgm.tv/character/58850
CH1830,コンジュ / 康居,https://bgm.tv/character/59608
CH1831,セン / 千,https://bgm.tv/character/59609
CH1832,鰯谷,https://bgm.tv/character/61379
CH1833,マヤ,https://bgm.tv/character/61383
CH1834,ジャダ / 伽达,https://bgm.tv/character/61385
CH1835,アユネ / 亚由音,https://bgm.tv/character/62461
CH1836,緑尾老,https://bgm.tv/character/62462
CH1837,田沼つばさ / 田沼翼,https://bgm.tv/character/67936
CH1838,白銀の父 / 白银的父亲,https://bgm.tv/character/67938
CH1839,ハウル / 哈尔,https://bgm.tv/character/5087
CH1840,ソフィーハッター,https://bgm.tv/character/8267
CH1841,ユミ / 由米,https://bgm.tv/character/56370
CH1842,ホロ / 赫萝,https://bgm.tv/character/1976
CH1843,クラフト・ロレンス / 克拉福·罗伦斯,https://bgm.tv/character/3762
CH1844,クロエ / 库洛艾,https://bgm.tv/character/3763
CH1845,ノーラ・アレント / 诺儿菈·艾伦,https://bgm.tv/character/50773
CH1846,リヒテン・マールハイト / 列支敦·马贺特,https://bgm.tv/character/50774
CH1847,ゼーレン / 杰廉,https://bgm.tv/character/50775
CH1848,笹原完士 / 笹原完士,https://bgm.tv/character/308
CH1849,斑目晴信 / 斑目晴信,https://bgm.tv/character/311
CH1850,高坂真琴 / 高坂真琴,https://bgm.tv/character/309
CH1851,春日部咲 / 春日部咲,https://bgm.tv/character/310
CH1852,大野加奈子 / 大野加奈子,https://bgm.tv/character/314
CH1853,田中総市郎 / 田中总市郎,https://bgm.tv/character/312
CH1854,久我山光紀 / 久我山光紀,https://bgm.tv/character/313
CH1855,荻上千佳 / 荻上千佳,https://bgm.tv/character/315
CH1856,朽木學 / 朽木学,https://bgm.tv/character/316
CH1857,杜崎拓,https://bgm.tv/character/22805
CH1858,武藤里伽子 / 武藤里伽子,https://bgm.tv/character/22804
CH1859,赤法師レゾ,https://bgm.tv/character/6839
CH1860,The Slayers,https://bgm.tv/character/6779
CH1861,赤眼の魔王シャブラニグドゥ,https://bgm.tv/character/6844
CH1862,泉新一 / 泉新一,https://bgm.tv/character/26433
CH1863,ミギー / 米奇,https://bgm.tv/character/26434
CH1864,村野里美 / 村野里美,https://bgm.tv/character/26435
CH1865,君嶋加奈 / 君岛加奈,https://bgm.tv/character/26436
CH1866,田宮良子 / 田宫良子,https://bgm.tv/character/26437
CH1867,鈴木アキホ / 铃木秋穗,https://bgm.tv/character/27459
CH1868,早瀬真樹子 / 早濑真树子,https://bgm.tv/character/28026
CH1869,立川裕子 / 立川裕子,https://bgm.tv/character/30826
CH1870,宇田守 / 宇田守,https://bgm.tv/character/30827
CH1871,阿良々木火憐 / 阿良良木火怜,https://bgm.tv/character/14556
CH1872,比屋定真帆 / 比屋定真帆,https://bgm.tv/character/20135
CH1873,椎名かがり / 椎名篝,https://bgm.tv/character/20138
CH1874,モコナ·ラーグ·モドキ（黒モコナ） / 摩可拿·拉古·摩多基,https://bgm.tv/character/1702
CH1875,糸色望 / 糸色望,https://bgm.tv/character/5998
CH1876,風浦可符香 / 风浦可符香,https://bgm.tv/character/5999
CH1877,小森霧 / 小森雾,https://bgm.tv/character/6000
CH1878,木村カエレ / 木村卡爱拉,https://bgm.tv/character/6001
CH1879,小節あびる / 小节浴,https://bgm.tv/character/6002
CH1880,藤吉晴美 / 藤吉晴美,https://bgm.tv/character/6003
CH1881,糸色倫 / 糸色伦,https://bgm.tv/character/9474
CH1882,新井智恵 / 新井智惠,https://bgm.tv/character/10036
CH1883,音無芽留 / 音无芽留,https://bgm.tv/character/10037
CH1884,麦当,https://bgm.tv/character/14486
CH1885,笛亚,https://bgm.tv/character/14487
CH1886,咕咚 / 咕咚萌西,https://bgm.tv/character/14488
CH1887,红眼,https://bgm.tv/character/14489
CH1888,米龙（现任） / 米龙（现任）,https://bgm.tv/character/14714
CH1889,克拉 / 克拉,https://bgm.tv/character/14716
CH1890,沙丁 / 沙丁,https://bgm.tv/character/14721
CH1891,地球君 / 地球,https://bgm.tv/character/12929
CH1892,芦家 / 芦家医生,https://bgm.tv/character/15970
CH1893,両儀式の母 / 两仪式的母亲,https://bgm.tv/character/15972
CH1894,ファビオラ・イグレシアス / 法比奥拉·伊格莱西亚斯,https://bgm.tv/character/40290
CH1895,北白川たまこ / 北白川玉子,https://bgm.tv/character/17960
CH1896,大路もち蔵 / 大路饼藏,https://bgm.tv/character/18269
CH1897,常盤みどり / 常盘绿,https://bgm.tv/character/18057
CH1898,牧野かんな / 牧野神奈,https://bgm.tv/character/18058
CH1899,朝霧史織 / 朝雾史织,https://bgm.tv/character/18273
CH1900,北白川あんこ / 北白川馅子,https://bgm.tv/character/18271
CH1901,北白川豆大 / 北白川豆大,https://bgm.tv/character/18272
CH1902,北白川ひなこ / 北白川雏子,https://bgm.tv/character/23646
CH1903,北白川福 / 北白川福,https://bgm.tv/character/18326
CH1904,両津勘吉 / 两津勘吉,https://bgm.tv/character/1403
CH1905,中川圭一 / 中川圭一,https://bgm.tv/character/1404
CH1906,秋本・カトリーヌ・麗子 / 秋本丽子,https://bgm.tv/character/1405
CH1907,大原大次郎,https://bgm.tv/character/27112
CH1908,アブリアル・ネイ＝ドゥブレスク・パリューニュ・ベール・パリュン・ラフィール / 拉斐尔,https://bgm.tv/character/1975
CH1909,リン・スューヌ＝ロク・ハイド・ドリュー・ハイダル・ジント / 杰特,https://bgm.tv/character/4603
CH1910,アブリアル・ネイ＝ラムサール・ラルス・バルケール・ドゥサーニュ,https://bgm.tv/character/4604
CH1911,トライフ・ボルジュ＝ユブデール・レムセール,https://bgm.tv/character/4605
CH1912,アトスリュア・スューヌ＝アトス・フェブダーシュ・リューフ・フェブダク・クロワール,https://bgm.tv/character/4606
CH1913,エントリュア・レイ,https://bgm.tv/character/4607
CH1914,ロック・リン,https://bgm.tv/character/6713
CH1915,マーティン,https://bgm.tv/character/6711
CH1916,フォスフォフィライト / 磷叶石,https://bgm.tv/character/57221
CH1917,シンシャ / 辰砂,https://bgm.tv/character/57222
CH1918,ダイヤモンド / 钻石,https://bgm.tv/character/57223
CH1919,ボルツ / 圆粒金刚石,https://bgm.tv/character/57224
CH1920,モルガナイト / 摩根石,https://bgm.tv/character/57225
CH1921,ゴーシェナイト / 透绿柱石,https://bgm.tv/character/57226
CH1922,ルチル / 金红石,https://bgm.tv/character/57227
CH1923,ジェード / 翡翠,https://bgm.tv/character/57230
CH1924,レッドベリル / 红色线柱石,https://bgm.tv/character/58360
CH1925,スタンク / 史坦克,https://bgm.tv/character/72801
CH1926,ゼル / 杰尔,https://bgm.tv/character/72802
CH1927,クリムヴェール / 可利姆维儿,https://bgm.tv/character/72803
CH1928,カンチャル / 甘丘,https://bgm.tv/character/72804
CH1929,メイドリー / 梅多莉,https://bgm.tv/character/72805
CH1930,エルマ,https://bgm.tv/character/85352
CH1931,オクパ,https://bgm.tv/character/85354
CH1932,エルドリー,https://bgm.tv/character/85355
CH1933,アロエ / 芦荟,https://bgm.tv/character/74903
CH1934,ミネバ・ラオ・ザビ / 米涅芭·拉奥·扎比,https://bgm.tv/character/13247
CH1935,バナージ・リンクス / 巴纳吉·林克斯,https://bgm.tv/character/14247
CH1936,マリーダ・クルス / 玛丽妲·克鲁兹,https://bgm.tv/character/14250
CH1937,フル・フロンタル / 弗尔·伏朗托,https://bgm.tv/character/14251
CH1938,ユニコーン / 独角兽高达,https://bgm.tv/character/15740
CH1939,シナンジュ / 新安洲,https://bgm.tv/character/15742
CH1940,タクヤ・イレイ / 拓也·伊莱依,https://bgm.tv/character/14248
CH1941,ミコット・バーチ / 米珂特·巴奇,https://bgm.tv/character/14249
CH1942,滝野智 / 泷野智,https://bgm.tv/character/6697
CH1943,神楽 / 神乐,https://bgm.tv/character/6700
CH1944,春日歩 / 春日步,https://bgm.tv/character/22783
CH1945,美浜ちよ / 美滨千代,https://bgm.tv/character/23323
CH1946,榊 / 榊,https://bgm.tv/character/23324
CH1947,水原暦 / 水原历,https://bgm.tv/character/23325
CH1948,千尋 / 千寻,https://bgm.tv/character/8659
CH1949,かおり / 香香,https://bgm.tv/character/23326
CH1950,谷崎ゆかり / 谷崎由佳里,https://bgm.tv/character/23327
CH1951,深井零,https://bgm.tv/character/8002
CH1952,田中幸雄 / 田中幸雄,https://bgm.tv/character/17244
CH1953,千葉恒美 / 千叶恒美,https://bgm.tv/character/17246
CH1954,平義行 / 平义行,https://bgm.tv/character/17247
CH1955,桜井裕志 / 樱井裕志,https://bgm.tv/character/17248
CH1956,南真帆 / 南真帆,https://bgm.tv/character/17249
CH1957,ベック / 贝克,https://bgm.tv/character/17250
CH1958,南竜介 / 南龙介,https://bgm.tv/character/17245
CH1959,ハリー・マクドゥエル / 哈利·迈克道韦尔,https://bgm.tv/character/8297
CH1960,ブランドン・ヒート / 布兰登·希特,https://bgm.tv/character/8298
CH1961,浅葱マリア,https://bgm.tv/character/8299
CH1962,Dr.T,https://bgm.tv/character/8300
CH1963,ケニー,https://bgm.tv/character/8301
CH1964,ベア・ウォーケン / 贝尔・沃肯,https://bgm.tv/character/31278
CH1965,九頭文治 / 九头文治,https://bgm.tv/character/46500
CH1966,メーテル / 梅德尔,https://bgm.tv/character/3589
CH1967,星野鉄郎 / 星野铁郎,https://bgm.tv/character/9844
CH1968,キャプテンハーロック / 哈洛克船长,https://bgm.tv/character/3335
CH1969,車掌,https://bgm.tv/character/9845
CH1970,エメラルダス,https://bgm.tv/character/9846
CH1971,クレア / 克莱雅,https://bgm.tv/character/53359
CH1972,シャドー,https://bgm.tv/character/9848
CH1973,アルカディア,https://bgm.tv/character/9851
CH1974,スリーナイン,https://bgm.tv/character/9852
CH1975,本間芽衣子 / 本间芽衣子,https://bgm.tv/character/11853
CH1976,宿海仁太 / 宿海仁太,https://bgm.tv/character/11854
CH1977,安城鳴子 / 安城鸣子,https://bgm.tv/character/11855
CH1978,松雪集 / 松雪集,https://bgm.tv/character/12737
CH1979,鶴見知利子 / 鹤见知利子,https://bgm.tv/character/12738
CH1980,久川鉄道 / 久川铁道,https://bgm.tv/character/12739
CH1981,相沢祐一 / 相泽祐一,https://bgm.tv/character/996
CH1982,月宮あゆ / 月宫亚由,https://bgm.tv/character/997
CH1983,水瀬名雪 / 水濑名雪,https://bgm.tv/character/998
CH1984,沢渡真琴 / 泽渡真琴,https://bgm.tv/character/999
CH1985,美坂栞 / 美坂栞,https://bgm.tv/character/1000
CH1986,川澄舞 / 川澄舞,https://bgm.tv/character/1001
CH1987,倉田佐祐理 / 仓田佐祐理,https://bgm.tv/character/1002
CH1988,水瀬秋子 / 水濑秋子,https://bgm.tv/character/1003
CH1989,美坂香里 / 美坂香里,https://bgm.tv/character/1004
CH1990,水野蓉子 / 水野蓉子,https://bgm.tv/character/2752
CH1991,佐藤聖 / 佐藤圣,https://bgm.tv/character/2753
CH1992,鳥居江利子 / 鸟居江利子,https://bgm.tv/character/2759
CH1993,笹原恵子 / 笹原惠子,https://bgm.tv/character/59246
CH1994,木津千里 / 木津千里,https://bgm.tv/character/21765
CH1995,常月まとい / 常月缠,https://bgm.tv/character/28049
CH1996,関内・マリア・太郎 / 关内·玛丽亚·太郎,https://bgm.tv/character/26995
CH1997,日塔奈美 / 日塔奈美,https://bgm.tv/character/28050
CH1998,沢渡楓 / 泽渡枫,https://bgm.tv/character/14139
CH1999,塙かおる / 塙薰,https://bgm.tv/character/14140
CH2000,岡崎のりえ / 冈崎乃理惠,https://bgm.tv/character/14141
CH2001,桜田麻音 / 樱田麻音,https://bgm.tv/character/14142
CH2002,志保美りほ / 志保美梨红,https://bgm.tv/character/14143
CH2003,塙さよみ / 塙纱代美,https://bgm.tv/character/14144
CH2004,沢渡香 / 泽渡香,https://bgm.tv/character/14145
CH2005,三次ちひろ / 三次千寻,https://bgm.tv/character/14146
CH2006,篠田こまち / 筱田小町,https://bgm.tv/character/14147
CH2007,有馬菜々 / 有马菜菜,https://bgm.tv/character/19009
CH2008,ジョナサン・ジョースター / 乔纳森·乔斯达,https://bgm.tv/character/3319
CH2009,ウィル・A・ツェペリ / 威廉·A·齐佩利,https://bgm.tv/character/17780
CH2010,エリナ・ペンドルトン / 艾莉娜·班魯多,https://bgm.tv/character/17781
CH2011,タルカス / 塔卡斯,https://bgm.tv/character/19750
CH2012,ブラフォード / 布拉霍,https://bgm.tv/character/19751
CH2013,ワンチェン / 温青,https://bgm.tv/character/21287
CH2014,ジョージ・ジョースターI世 / 乔治·乔斯达I世,https://bgm.tv/character/21286
CH2015,Nick Wilde / 尼克·王尔德,https://bgm.tv/character/39501
CH2016,Judy Hopps / 朱迪·霍普斯,https://bgm.tv/character/39502
CH2017,Flash / 闪电,https://bgm.tv/character/39500
CH2018,星白閑 / 星白闲,https://bgm.tv/character/23423
CH2019,音無響子 / 音无响子,https://bgm.tv/character/1703
CH2020,五代裕作 / 五代裕作,https://bgm.tv/character/1704
CH2021,一之濑花枝 / 一之濑花枝,https://bgm.tv/character/1705
CH2022,三鹰瞬 / 三鹰瞬,https://bgm.tv/character/1707
CH2023,四谷 / 四谷,https://bgm.tv/character/1709
CH2024,六本木朱美 / 六本木朱美,https://bgm.tv/character/1710
CH2025,七尾须惠 / 七尾须惠,https://bgm.tv/character/1711
CH2026,八神吹雪 / 八神吹雪,https://bgm.tv/character/1712
CH2027,惣一郎（犬） / 惣一郎,https://bgm.tv/character/1714
CH2028,野乃はな／キュアエール / 野乃花／喝采天使,https://bgm.tv/character/60702
CH2029,薬師寺さあや／キュアアンジュ / 药师寺纱绫／圣洁天使,https://bgm.tv/character/60703
CH2030,輝木ほまれ／キュアエトワール / 辉木誉／星辰天使,https://bgm.tv/character/60704
CH2031,愛崎えみる／キュアマシェリ / 爱崎惠美瑠／挚爱天使,https://bgm.tv/character/63481
CH2032,ルールー・アムール／キュアアムール / 露露・艾莫尔／爱神天使,https://bgm.tv/character/60714
CH2033,はぐたん / 抱抱碳,https://bgm.tv/character/60705
CH2034,ハリハム・ハリー / 哈利哈姆·哈里,https://bgm.tv/character/60706
CH2035,ジョージ・クライ,https://bgm.tv/character/75446
CH2036,ドクター・トラウム,https://bgm.tv/character/75447
CH2037,美輪のもんさん / 美轮的文小姐,https://bgm.tv/character/10875
CH2038,ポ子 / 碰子,https://bgm.tv/character/10876
CH2039,カラスぼん / 乌鸦波,https://bgm.tv/character/10877
CH2040,トメ吉 / 留吉,https://bgm.tv/character/10878
CH2041,胡坊 / 胡坊,https://bgm.tv/character/10879
CH2042,くるさん,https://bgm.tv/character/58303
CH2043,古田織部 / 颜艺王,https://bgm.tv/character/14846
CH2044,千利休 / 苦逼王,https://bgm.tv/character/14848
CH2045,織田信長 / 第六天魔王,https://bgm.tv/character/14847
CH2046,織田有楽斎 / 织田有乐斋,https://bgm.tv/character/14849
CH2047,蒲生氏郷 / 蒲生氏乡,https://bgm.tv/character/14850
CH2048,細川忠興 / 细川忠兴,https://bgm.tv/character/14851
CH2049,高山右近 / 高山右近,https://bgm.tv/character/14852
CH2050,荒木道糞 / 荒木道粪,https://bgm.tv/character/14853
CH2051,山上宗二 / 山上宗二,https://bgm.tv/character/14855
CH2052,大娃 / 红娃,https://bgm.tv/character/80895
CH2053,二娃 / 橙娃,https://bgm.tv/character/80896
CH2054,三娃 / 黄娃,https://bgm.tv/character/80897
CH2055,火娃 / 绿娃,https://bgm.tv/character/30942
CH2056,水娃 / 青娃,https://bgm.tv/character/80912
CH2057,六娃 / 蓝娃,https://bgm.tv/character/80936
CH2058,七娃 / 紫娃,https://bgm.tv/character/80946
CH2059,葫芦小金刚 / 葫芦小金刚,https://bgm.tv/character/55414
CH2060,老汉 / 老爷爷,https://bgm.tv/character/80954
CH2061,金田一一 / 金田一一,https://bgm.tv/character/13003
CH2062,七濑美雪 / 七濑美雪,https://bgm.tv/character/13009
CH2063,剣持勇 / 剑持勇,https://bgm.tv/character/13013
CH2064,明智健悟 / 明智健悟,https://bgm.tv/character/13014
CH2065,金田一二三 / 金田一二三,https://bgm.tv/character/13015
CH2066,高遠遙一 / 高远遥一,https://bgm.tv/character/40523
CH2067,半田清舟 / 半田清舟,https://bgm.tv/character/25792
CH2068,琴石なる / 琴石奈瑠,https://bgm.tv/character/25793
CH2069,山村美和 / 山村美和,https://bgm.tv/character/25966
CH2070,新井珠子 / 新井珠子,https://bgm.tv/character/25967
CH2071,木戸浩志 / 木户浩志,https://bgm.tv/character/25968
CH2072,久保田陽菜 / 久保田阳菜,https://bgm.tv/character/25969
CH2073,新井明彦 / 新井明彦,https://bgm.tv/character/25971
CH2074,坂本一行 / 坂本一行,https://bgm.tv/character/25973
CH2075,川藤鷹生 / 川藤鹰生,https://bgm.tv/character/25974
CH2076,鷹村守 / 鹰村守,https://bgm.tv/character/1958
CH2077,幕之内一歩 / 幕之内一步,https://bgm.tv/character/1971
CH2078,宮田一郎 / 宫田一郎,https://bgm.tv/character/1972
CH2079,鴨川源二 / 鸭川源二,https://bgm.tv/character/2002
CH2080,青木勝 / 青木胜,https://bgm.tv/character/2047
CH2081,木村達也 / 木村达也,https://bgm.tv/character/2048
CH2082,間柴久美 / 间柴久美,https://bgm.tv/character/2051
CH2083,間柴了 / 间柴了,https://bgm.tv/character/2052
CH2084,宮田の父,https://bgm.tv/character/2056
CH2085,Ruby Rose / 露比·萝丝,https://bgm.tv/character/20631
CH2086,Weiss Schnee / 怀丝·雪倪,https://bgm.tv/character/20632
CH2087,Blake Belladonna / 布蕾克·贝拉多娜,https://bgm.tv/character/20633
CH2088,Yang Xiao Long / 阳小龙,https://bgm.tv/character/20634
CH2089,Adam Taurus / 亚当·托鲁斯,https://bgm.tv/character/26181
